,Tweets,Sentiment
226,NSUI Maharashtra State President  along with State Office Bearers gave application to the Superintendent of Yerawada Mental Hospital with the request to admit  in the mental hospital for her offensive statement on Indias freedom &amp; freedom fighters.,1
227,"to maintain peace and harmony in the country  should be behind bars, an influential person should not be given undue advantage of his or her status.",1
228,Shame on your statement. you insulted freedom fighters.,0
229,"I am ashamed of Myself that ,why I watched the movies of this lady, she has abused every life sacrificed for archiving Freedom..",0
230,"Files a complaint to the honourable President of india, to withdraw the padma sri award from  She must be sued according to the law of this country. She is insulting the highest office of the India.",1
231,"Padma Shri for &amp; Job Termination for Dr Kafeel Khan who saved the children!Hes terminated despite getting clean chit from UP govt. and High Court!   Raise your voice  """,1
232,True Indian never listen word which was used by . How Navika and TimesNow listen this word.,1
233,"Every great design begins with an even better story."" -- Lorinda Mamo, designer.",1
234,Surely  statement.!!,1
235,The answer to this will have to be asked from the headmaster of WhatsApp University that why are these two toppers confused about independence?,0
236,"However, leftists &amp; islamists are constantly twisting her statement hoping to get her arrested somehow.But they cant do it because nothing did she say was wrong. And it wouldnt hold for a second in the court of law. Proud of  for speaking her mind.""",1
237,"Many people are shocked by Kangana Ranauts award.     """,1
238,"These are 2 great toppers of whatsapp university, one says that India got independence on 99 years lease.And the other says that India got real independence in 2014.Who taught them?",1
239,Kangana is a dangerous distraction from Rafale scam.,0
240,"called indian freedom ""alms"" as in "" bheekh"".Where are the so called nationalists? for eples        ?  Where are you all? Where is the so called national party   ?",1
241,"I remember somewhere in 2016-17 Congresss tukde tukde gang was asking Freedom, No wonder why they have objections with Kangana """,1
242,You woke up finaly just why did you didnt say anything in front of kangna are you scared with this mental?,0
243,How much farther are u gonna take image building! u say India got independence in 2014!!! Actual direct insult to all those who fought for this great nation! IMHO this is truly anti Indian.  Shameful statement. Keep ur chamchagiri to urself. We hv spine &amp; pride!,0
244,"s India got freedom in 2014 insult to freedom fighters: Twitter Reacts """,1
245,Independence Struggle - Behind The Scenes.,0
246,"if we independent in 2014 then pls let us know about Shahid Bhagat Singh and all freedom fighters sacrifice.""",1
247,You should return award that was started in 1955. Coz you think indepence came in 2014.,1
248,Okey. Can we have a closed holiday every year on the day we got independence in the year 2014?,1
249,"People who are targeting , didnt even used to take interest in politics before 2014.and now giving lectures on nation, freedom fighters bla bla.Kindly thank to PM Narendra Modi Ji""",1
250,Good that you woke up. Now ban her permanently! She is a disgrace.,0
251,"Kangana should be booked under UAPA for her remarks on Indias freedom. She has challenged the sovereignty of the county before 2014. She is a clear internal threat to country. Awarding kangana a padma shri is an insult of the the award. She should be arrested.""",1
252,Big breaking...Mahila Congress files case against  in churu and jodhpur districts!Kangana in trouble after her statement on Independence,0
253,"and the people who were present at the show and clapping on  s words are all "" Anti Nationals """,0
254,Only awards are given as bhik not freedom,1
255,Usually prefer to stay away from dirty shitty politics.But couldnt resist today.,0
256,Listen full speech Half knowledge is a dangerous thing,0
257,What I get from  tweet on  is that  and others who clapped on   are not TRUE Indian !,1
258,got  for Licking Government shoe and Spreading hatred :Wah wah,0
259,"Why only  there must equal action against  and  why didnt  stopped and cross questions  inspite of she encouraged her and shameless crowd clapping..""",0
260,"Not only  , even North Korean channels like  and  need to be taken to task.",1
261,"To everyone who supports  statement about Indias freedom  """,1
262,"She is right. India got independence due to the destruction of the British economy caused by world war 2, not due to Gandhi or other so-called freedom fighters. Later India was enslaved due to communal hatred,pseudo-secularism and the congress dynasty.",0
263,"Sorry Shaheed Bhagat Singh ji,Neta Subhash Chandra Bose ji,Shaheed Ashfaqulla Khan ji and all our Legendary and beloved freedom fighters,we jst forgot what u had done for us.This lady has crossed all the limits.Sorry ji,was it anti-national or not?",1
264,NSUI Maharashtra submitted  application to the Superintendent of Yerawada Mental Hospital with a request to admit  in the  for statements on Indias freedom and freedom fighters .Her mental health is not good and she needs treatment immediately.,1
265,"Why are you so nosey about ,  ? Did you hear s comments on Indias freedom?Did you know about ? Did you hear about latest drug haul in ?Any update on the case  is fighting regarding ? """,0
266,shame on you kangana,0
267,"If this type of thing were said by any other than BJP supporter they wouldve been in jail right now. And when this senseless bi*ch disrespected our freedom fighters nothing happens to her. This govt. cant do anything theyre coward. """,1
268,I proud of you baby,1
269,And the LeLiJis were doing this in  India  till we got freedom from them  in 2014. Otherwise they would have continued mocking and humiliating Hindus.Weldone,0
270,True way of Worship is currently available with Saint Rampal Ji MaharajVisit Satlok Ashram Youtube Channel,1
271,"You turned out after two days, Hmm What about  Smile??Do you uphold  Arrest??Who insult our freedom fighters and millions of Indians sentiments...",1
272,A final choice  The welcome spread of assisted dying,1
273,Ert your product globally with Medusa EXIMAagro ProductsBiscuitCerealsCoco PowderDairy ProductsWe believe in building strong partnerships with customers by providing them with an investment-worthy collection.,1
274,"Many warriors lost their lives for the freedom of the country, Rivers of blood were shed, Homes were ruined only to liberate the country. Today an actress says the country became independent in 2014,  we request take back the  from",0
275,True way of Worship is currently available with Saint Rampal Ji Maharaj,1
276,REAL BOSS LADY FEARLESS GIRL IN BOLLYWOOD ONLY ONE,1
277,"Stop giving importance to Kagana Ranaut and his comments. When there is no reaction, she will shut up. Such people do not deserve as much discussion as we talk about people who spread such hatred. So ignore it.",0
278,You people keep following  &amp;TV has pushed Charvaak to Mahabharat age. Charvaak was a great thinker of somewhere 600 BC but these TV and Bollywood can do anything.,1
279,Yes kagana is 1000% right,1
280,First of all this channel  should be ban for showing such insults on all Indians on azaadi and also its insulting of Independence Day and Republic Day    Arrest,0
281,Sapphire and diamonds work so well. I think.,1
282,"Did she mean in 2014 we got freedom to humiliate, lynch, kill our fellow countrymen; declare our countrymen anti National, urban Nas; imprison them without due process of law. In 2014 we got freedom to declare Secularism is a heinous crime.",0
283,"Many warriors lost their lives for the freedom of the country, Rivers of blood were shed, Homes were ruined only to liberate the country. Today an actress says the country became independent in 2014,  we request take back the  from",0
284,Pl learn Indian culture of tolerance and simplicity before giving such statements This is not an behaviour of Bhartiya Nari Pl be in your senses before talking you are damaging image of Bharat and Bhartiya Nari,1
285,"May be this is the deal for awarding padmashri award to  Just to butter one, you have let down thousands of heroic freedom fighters who fought for our freedom.This is an insult to the nation",1
286,"Statement of  on Indian Independence is disrespectful towards all the great freedom fighters like Mahatma Gandhi,  Netaji Bose, Sardar Patel, Bhagat Singh, Chandrashekhar Azad, and Maulana Azad.They should be arrested!",1
287,"Should we really think that this lady deserve a honor  I said No,this women should be shame on her self,she disrespect our freedom fighterAnd that is not acceptable,Her award should be returned and there should be a case against her for his trash talking",1
288,"what is the need to link good actor and intellectual?She is good actor, may be good person but not intellectual.So stop bashing kangana",1
289,"Fought together Muslims, Hindus, Sikhs.  is equally responsible as She is also enjoying the silly speech. And Why are we even celebrating  Azaadi ka utsav? Answer  or else SHUT UP.",1
290,"Woh Azaadi nehi thi , bheekh thi  Read  if you are capable to read and write My grandfather was young ,17 years old He joined  the freedom fighters from a District here in West Bengal named Burdwan. Burnt a post office run by the British government then and was",1
291,"""ED RHEAC LOOTED SSR MONEY""Yes  its high time now to restart the investigation and arrest the Criminial Rhea and other big persons behind it.  ""CBI EXPOSE SSR CASE MASTERMIND""",1
292,played a mind game... and got lease increased for another 99 years....Wow masterstroke....,1
293,Shame on you..!!Woke up day after the incident..!! What was you doing when Anti National  insulat our freedom fighters who sacrificed their life for the freedom of India in your own channel in front of your own anchor?,1
294,Who else want such Independence ?,1
295,"Why anchor of Times Now did not object when Kangna made that statement? She was allowed to make a statement, it was put on all platforms and now putting a clarification when damage was already done? Godi Media is anti-national.",0
296,"Whats wrong if  had compared the eemist activities of Hindutvafascists 2 ISIS?Wasit right2respect  with Award who disrespected Indias Independence struggle?Was it theblunder of Khurshid 2be a Muslim 2 blame4 esing ugly sideof Hindutvafascists?""",0
297,"point should have been objected on spot, you did had option, you did disappointed too.  speeches always meant to have response so she can get attention she need for  career... best today onward ignore  heroine.",1
298,Only brain dead people Like Modi &amp; His Bhakts support a Bitch Like,0
299,Soon BJP will announce the second Independence Day holiday of the year on 26th May.,1
300,The basic purpose of human life is to do true devotion.,1
301,Now  Will give her bharat ratan Shame on u  She insulted savarkar also now the big question is that will  And other right wing tolerate this or give their reactions,0
302,Demonstration in front of Kangana Ranauts house people demands Padma Shri award be taken back,1
303,"Did she mean in 2014 we got freedom to humiliate, lynch, kill our fellow countrymen; declare our countrymen anti National, urban Nas; imprison them without due process of law. In 2014 we got freedom to declare Secularism is a heinous crime.",0
304,"Oh, the jealousy. Dont be jelaous of others success    """,1
305,These are some WhatsApp font tricks that you should know       #,0
306,"egged on this   smiling..eulogising..While this carricature of an Indian insulted &amp; negated a glorious,painful history of prolonged freedom struggle..Those who braved th Cellular jail, police batons, bullets, ee. Chheee!",1
307,"egged on this   smiling..eulogising..While this carricature of an Indian insulted &amp; negated a glorious,painful history of prolonged freedom struggle..Those who braved th Cellular jail, police batons, bullets, ee. Chheee!",1
308,"I say  and Swara Bhaskar have a problem with everything. Especially with every fact, they just want to debunk all facts and state that they are correct with their perspective even though they are not most of the times.",0
309,"ji said india got real independence in 2014Yes she is absolutely right (PS : Acc. to her,Independence = more Corruption,Hindu-Muslim,Decline in GDP,Lynches on both Hindus n muslims,Fake Encounters,Arrests of Journalists,Lack of freedom of speech)",0
310,"Boss Lady  Shakes Up The Entire Left Ecosystem, Proud Of You Queen",1
311,is NOT a TRUE INDIAN : Sources from Times Now reports,1
312,How bad can a propaganda get?Shaheed Bhagat SinghNetaji Subhash Chandra BoseWhere all actors of 40s and Akshay Kumar and  where active freedom fighters since 2014,1
313,"Both  and  is equally shameless, navuka dont deserve to be called as a journalist.I remember shahs word navika kachra Apart from that  also called gandhiji a beggar indirectlyIts a treason, sedition  """,0
314,"Kangana:- That was not freedom but ""bheekh"", real freedom came in 2014.Meanwhile Modiji:-",1
315,Shame on you,0
316,Real freedom,1
317,What a waste of time and resources on such idiotic  actress. Deserving people who got  should return it. Let her enjoy the award.,1
318,State President   along with State Office Bearers Have given application to the Superintendent of Yerawada Mental Hospital with a request to admit  in the mental hospital for statements on Indias freedom and freedom fighters.,1
319,Mamplz watch this video  celebration after 2014 Azadi,1
320,I fully support kangana.,1
321,AAP lodges complaint of sedition against Kangana Ranaut,0
322,My Simple Question from Jammu &amp; Kashmir. PM shri  ji When did India get Freedom ???????If we celebrate 15 August 1947 as Independence Day then Why Prime Minister Modi ji has awarded Padma Shri award to  .Waiting for Reply.,1
323,Was it worth it,1
324,If this cannot be endorsed by anyone  why the hell did your anchor  not stop  right there? Why did you allow this OPEN INSULT of our freedom fighters &amp; their sacrifice? Navika needs to be pulled up for it and owes an apology to every Indian!,0
325,1947 its a freedom from outside looters....2014 its a freedom from inside looters....u may right,1
326,"Its a Big blunder, openly  is challenging the identity &amp; integrity of this NATION!Shame on you  JAI HIND      """,1
327,"Narendra Modi People like Kangana Ranaut, Ajay Mishra, farmers, common man will be the Cause of your Major defeat in 2024.",0
328,Our freedom fligher did their best...and it is not matter what they did instead why  not taking about her own efforts for this country ept her shameful poses.,1
329,"If you want to blame  blame Gandhi too.Gandhi said real independence will come when Congress mukt bharat happened.Didnt Gandhi ask for winding up of Congress party? """,0
330,must be arrested,0
331,What we ect from a drug addict charsi gardulli One fine day may be she will say it in media that she is mother of nation,1
332,do you still have any doubt on  bayan ?? Why are you using ?In your prime time debate ?,0
333,Who else want such Independence ?,1
334,"What an insult to all the , including my Grandfather. Govt of India should revoke her . This is not acceptable. My Grandpa and many others fought for our freedom that we got in 1947",1
335,Narendra Modi is taking People and Nation for Granted?,1
336,"Kangana Ranauts Padma Shri should be withdrawn and she should be charged with sedition """,0
337,What is the meaning of a storm in a tea cup?: a situation in which people are very angry or upset about something that is not important The whole controversy turned out to be a storm in a teacup.,0
338,"Its vry disappointing that nations highest civilian honours and one like a PADAMASHRI, has been used as a political tool by this BJP Govt.Awarding it to  is like awarding a Noble peace prize to a Kapil Misra or a Pragya Thakur.This is an insult to these honours!""",1
339,She insulted every freedom fighter by her statement! And that Reporter  shame !,0
340,"Ye charke se azaadi waala sirf churan hai jo bachpan main chataaya jaata hai..leaving India coz of non-violence portrays both parties in good light. Remember, all ""celebrity couple"" who separate say we separated on ""good terms and are friends"". Enuf Said.",1
341,Shame on You Kangana Ranaut You are not a Indian Citizen Really feel Shameful for you and for your supporters,0
342,in her interview mentioned the fact about  as a successor of,1
343,Sanjay Raut very well eained who is this shameless lady when she talked against Mumbai..,0
344,"And name  got PADMASHRI AWARD FOR artIndia govt Also changes difenation of ARTLaying and kissing peoples for money is ART NOW """,1
345,As a 14 yr old my dad blackened the statue of Queen Victoria in 1942 and missed a whole academic year. Couldnt go home either. and  have insulted his struggle along with millions of freedom fighters. Shame on you Ms Runout.,0
346,"""Is Hinduism about the beating of any Sikh or Muslim...?? But Hindutva sure is!!"" Rahul Gandhi openly talking of Hindutva being a violent ideology that beats and even kills!! https:",0
347,was recognising her &amp; did not challenge  point. When you are silent during injustice you are with that POV.,0
348,"What was Navika doing? Shouldnt she have countered this? This tweet is now meaningless. Would you go to say that you will not provide  a platform like this again? """,0
349,Have given application to the Superintendent of Yerawada Mental Hospital with a request to admit  in the mental hospital for statements on Indias freedom and freedom fighters .Her mental health is bad and she needs treatment,1
350,"What was Navika doing when  made that statement. Why couldnt she intervene?Only after the public outcry such statements are coming from This shows their fake nationalism..These paid media are loyal to the ones who pay them not to the country. """,0
351,"Lemme burn  haters moreHear it loud congress, Kangana Ranaut wont return her Prestigious Padma Shri",0
352,I really want    as Indira Gandhi,1
353,"So  u doing fraud with public after they paid you ?? My family was watching old serial ""Office Office"".. but suddenly it disappeared after buying",0
354,She insulted every freedom fighters by her statements,1
355,"Kangana haters just go to hell ....she is a brand with "" silent ...",0
356,"BJP should take back  from this Women, if BJP doesnt then it means BJP Modi Support with what this Women Said.",1
357,Shame on,0
358,"Watched her full interviewShe in correct in every senseWith due respect to every freedom fighter, congress and its Chamch negotiated freedom frm british raj.More and more power to you""",1
359,"Sure. You provided the platform to her, offered no on the spot rebuttal, no cross-question and took just about 48 hours to tweet out 280 characters.  column check",1
360,Why you not fired that cheer-lady?? This shows  view is your channel...,0
361,Have given application to the Superintendent of Yerawada Mental Hospital with a request to admit  in the mental hospital for statements on Indias freedom and freedom fighters .Her mental health is bad and she needs treatment,1
362,"What was Navika doing when  made that statement. Why couldnt she intervene?Only after the public outcry such statements are coming from This shows their fake nationalism..These paid media are loyal to the ones who pay them not to the country. """,0
363,Nifty 1 Hr tf breakout Hope the rally continues more,1
364,Enough is enough...  and  should be arrested asap.,0
365,Because our BJP PAID channels are busy with  instead doing a good journalism,1
366,What She said was Thoughtful &amp; DebatableI Stand With HerThis Is India We have Freedom of Speech and Everyone Can Share their Thoughts,1
367,Kangna ranaut and this man have same problem...,0
368,Hats off Kangana Ranaut for telling the truth which one everybody knows but nobody has the guts to tell,1
369,Padma Shri award given to Kangana Ranaut for her Vital role in Freedom struggle. She Killed 10 thausands Britishers and Got Freedom. She deserved this award.See her courage here.,1
370,When you ask friend for assignment.,1
371,workers protest outside kangana house in Mumbai over her controversial statement,0
372,"quick,  is supporter of which political party?",1
373,What a shame !It took  so many days to set the record correct.Was  waiting for clearance to see if 1947 or 2014 is correct?What about  ?Can we ect some disciplinary action on her for allowing such defamatory content?,0
374,"I think whatever we get.. we should appreciate that,and shouldnt egerate!!!""",1
375,"Kangana Ranaut should be kicked out from the country. As per her Desh azadi 2014 ko mili. Such a shameful statement by her and she got  and its an insult to our freedom fighters and armed forces. Bc!!  is such an evil woman.""",0
376,during 2014 freedom struggle.,1
377,Will  become Sorry-kar now? To save her skin.Yes or no?,1
378,"Your anchor was sayingTHATS WHY PEOPLE SAYING YOU GOD Is this your journalism """,1
379,to all her haters .She lives rent free in their mind.Keep crying haters.,0
380,"Sach kadwa hoti hai  , I dont know what they will do but yes they are proving your statement! Hats off.""",1
381,good,1
382,"she is an amazing artistAnd very things is great. But this nuisance we wont accept   and a  doesnt give you the right to talk rubbish about our nation """,1
383,Kangna is a real kangna of government which is awarded just because of making sound in the hand of government,1
384,haters and  ko mirchi lagi!! I share her sentiments and views too!! If some unintelligent agenda driven ppl cannot understand what the women meant then its their problem!,0
385,"Boss Lady  Shakes Up The Entire Left Ecosystem, Proud Of You Queen",1
386,Well written Strict action should be taken against  or else Whats Azaadi ka utsav.  needs answer. What action has been taken against her? Who disrespects Freedom Fighters.,1
387,People like her are deserving to get  not,1
388,Bilkul theek likhiya Have you answer for thisFirst find a translator big bro pls help haha,1
389,"i strongly condemn this type of statement like insulting our nations prideful freedom fighters,i request  to file an  case against this Kangana Ranaut for her disgusting statement and others who insulting our nations freedom fighters.""",1
390,"The only good thing Times Now did after coming out of 2 days hibernation is the ""video quality""",1
391,"Few people demanded to invoke sedition charges against the  for her recent remark on real freedom. I would say sedition charge doesnt apply to those who are symptomatic of mental disorder. Lets pray for her. """,0
392,"Kangana Ranaut should be kicked out from the country. As per her Desh azadi 2014 ko mili. Such a shameful statement by her and she got  and its an damn insult to our freedom fighters and armed forces.  is such an evil woman.""",0
393,Proud of you,1
394,always support,1
395,Proud of  spokesperson  to demand action against   Dear  jiYou rock.  Poojaneeya Sarsanghchalak Guruji Golwalkar would have been proud of you,1
396,what a waste of sperm,0
397,Seems  has  succumbed to the liberal gang pressure against  They know very well what she meant and said in what context  Here is the reminder,0
398,"Boss Lady  Shakes Up The Entire Left Ecosystem, Proud Of You Queen",1
399,Proud of you,1
400,The iconic  of congress rules dialogue separates humans from sanghis and now the comments on independence like  even separates sanghis from unevolved monkeys,1
401,and  needs to be party in every complaint filed against this seditious statement by  for not objecting to it during the show and giving a platform for such hate speech.. this is an insult to the Indias. Only Anti Nationals r ok with it,0
402,We support you every time mam,1
403,"Yes she said truth freedom 1947 mou between gandhi,nehru and east india company  not real freedom struggle long live kangana",1
404,So everything she portrayed in  were the attempts for ? &amp; her views are disgrace and the ones who gave her  pretend of respecting freedom fighters but actually they all are .,1
405,"Times Now should clearly denounce...cant be talked, heard,read,written,broadcast, or thought by any Indian!  navika """,1
406,"When security personnels r killed in the line of duty, the entire country erupts in rage and vows to avenge the killings but whn an RSS bhakht insults them on national television, nobody utters a word.   times now",0
407,"Take a note.  is Indias first government-backed traitor who got award for her many Anti National activities""",1
408,"According to Kangana,The creation of the universe has happened only after 2014!",1
409,"What a foolishness     Remember how you got into films if theres no freedom """,1
410,"Forget  look at Canara bank which -one of oldest banks- literally meaning anglicized version of Kannada, apologizing after anti-Kannada hate management ! Can there be a bigger sedition by Modi in month of  !",0
411,"is suffering from brain related issues. We should wish her ""Get well soon"" card and some flowers. She needs our support.. send flowers to her, and wish herGet well soon mamu- Munnabhai",1
412,Why Kangana Ranaut Insulted Indian Freedom Fighters ? Kangana ko Azadi 2014 mein mili? Share ur opinion Click the link to know whole matter-,1
413,"Abosulte straight answers and opinions, great like the way she replied",1
414,"sir after this wankhede case, pls try to shut mouth of mentally imbalanced actor  who thinks independence was given by  n not our freedom fighters.",1
415,Same you &amp; your reporter also responsible for that we want strict action against her..you have to must apologize for same,1
416,"Kanganas statement on Real Freedom: Congress writes to President to withdraw her Padma Shri; AAP lodged complaint      """,1
417,"Those who are trolling kangna ranaut and want padma for Sonu Sood listen you idiots.. Padma is given for best work in specific fields..not for public hatred/mocking.. there were socialists who achieved more than Sonu Sood despite challenges.. Theres no comparison """,0
418,Freedom of Lie,1
419,Think the take aways per  were1. Colonial intent was to have a class of Indians who could serve as bulwark against other Indians2. The manner in which 1947 unfold served to a. Have a new state antagonistic to Indiansb. Install Indians hostile to rest in India,0
420,Those who agree with  they should be punished too.Disrespectful nature of kangana and her supporters,1
421,Hindus got true freedom from the    political party only in 2014.,1
422,"Please take away padam shree from her she dont deserve it at all""",1
423,your government is honouring people like  with prestigious   who was banned by  for spreading hatred!Who calls the sacrifice of our freedom fighters as Bhik!What message is the GoI under the visionary leadership of M0DI trying to give?,1
424,"all Kangana Ranauat fans are very happy today.     """,1
425,Shame on you,0
426,Watch Antim Salman Khan trailer Reaction by Harishbhai on Youtube OPEN this -      LONE WARRIOR JAY   ED RHEAC LOOTED SSR MONEY,0
427,"oh my god!!! please stop  this lady she is just going to be mad....... what would we get in 1947 is bheekh then madam please leave this country and go to other country... she is traitor. ... who does not respect her country s freedom fighter... """,1
428,Watch RRR Glimpse Reaction by Harishbhai on Youtube OPEN this -      LONE WARRIOR JAY   ED RHEAC LOOTED SSR MONEY,0
429,Dont fall in trap of these  and post complete statement of . These 2BHK buggers are in Rudali mode since 2014.,0
430,"RetweetAnd say loudIndia dont need kind of channel who say YOU ARE GODWhen  said bheekh to our soldiers sacrifice for independence """,1
431,BJP says kangana has her personal liberty to speak and we cannot interfere this is bullshit ... And they say the we are real Desh bhakt .,1
432,Watch Dhamaka Trailer Review by Harishbhai on Youtube OPEN this -      LONE WARRIOR JAY   ED RHEAC LOOTED SSR MONEY,0
433,Watch Squid Game Series Review by Harishbhai on Youtube OPEN this -      LONE WARRIOR JAY   ED RHEAC LOOTED SSR MONEY,0
434,Remembering the Y-2014 freedom struggle and freedom fighter  thru her valiant efforts got us freedom,1
435,Padma awardee Ms Ranaut,1
436,SHE IS NATIONAL BITCH,0
437,Padma shri to  is one of the finest selections. Thanks  sir  sir,1
438,so fresh &amp; beautiful,1
439,Indian Freedom was not a Bheek like an award you get in Bheek  .,1
440,"ji said india got real independence in 2014Yes she is absolutely right (PS : Acc. to her,Independence = more Corruption,Hindu-Muslim,Decline in GDP,Lynches on both Hindus n muslims,Fake Encounters,Arrests of Journalists,Lack of freedom of speech)",0
441,"Its rather hilarious that people in India take Actors seriously! If they had any Brain, they would be at the Universities and not in a Show Biz. Its not their problem, its you who worship them and ect so much from them.",1
442,"Dear  (god) , plz forgive all the  who used say inshallah two times in a sentence after winning 4 matches ,but after   loss no one is saying...why so much selfish",1
443,"WHAT IS OUR HIGHEST LAW AND ORDER..SUPREME COURT JUDGES DOING...WHAT IS OUR DEFENCE ARMY,NAVY AND AIRFORCE DOING..PEOPLE ARE ABUSING OUR NATION AND THEY MUTE SPECTATORS..WHAT NONSENSE IS GOING IN THIS COUNTEY..THIS IS LIMITS",0
444,This Are The People Whole Had Given Their Rubbish Ideology For Their Intrest And Want To Spread Hate In Our Diversified United Nation. Strict Action Should Be Taken On Both For Their Rubbish Ideology They Have Presented In Front Of Our Nation.,1
445,Im guessing the mike fell out of the Anchors hands (just like that cellphone story in Hyderabad ) so she couldnt check or correct this. Throughout the show.,1
446,Shame on  !!Shame on  !!Shame on  !!,0
447,No wonder  has been given  ignoring thousands of women in the   industry who deserves it in the category she has been awarded. Very smart   keep doing it,1
448,THIS IS JUST SHOCKING..PEOPLE HAVE STARTED OPENLY ABUSING OUR NATION AND OUR GOVT IS MUTE SPECTATOR,0
449,"Quizophy : Do you know, When was the Department of Atomic Energy established ?which one is the right answer comment below",1
450,"Kashmiri Pandit Sandeep Mawa, whose salesman Ibrahim Khan was killed by  attack believed to be aimed at him. He said that he will not leave  as a Muzlim has sacrificed his life to save Hindutva / Hinduism in Valley",0
451,"Well said  mam must sensitise its anchors, so that they can recognise and answer a pagal like """,1
452,I strongly feel something is wrong with lady.,0
453,The queen who made India indipendent by sitting on a fake horse,0
