,Tweets,Sentiment
454,and if government has not taken a serious action on this incident It will be a black mark on our those great freedom fighters who sacrifices their lives to gave us this freedomJai hind Jai bharat,1
455,On a day when journalistic integrity was put to shame!  spewing blasphemy getting to know higher grounds!,0
456,India got real freedom in 2014 Copy paste this tweet and tag,1
457,"Why shouldnt a sedition case be filled against  for her remarks on Indian independence? Where is the PM  and home minister ? Honorable   should take a note of it.""",1
458,I hate this democracy,0
459,"Yes this is a bitter truth, Congress is the ension of British Rule in all nature and manner, this is very loud and clear..And she is the true nationalist. We proud of you dear .",1
460,WHAT THE FUCK SHE THINKS OF HERSELF..SHE HAS INSULTED THE VERY FOUNDATION OF OUR WHOLE NATION!! THIS IS JUST NOT DONE. WHY IS SHE NOT ARRESTED YET??,0
461,"I have got Padma Shri in return for all the nonsense Ive done till date. Now Im preparing further for Bharat Ratna, gonna do some requiring. : (KR in her mind just before that bakwas statement.)  """,0
462,When Govt is going to take action against  for her stupid statement against our country? What is stopping Govt from taking quick action?,0
463,"But natural that  should sneer at Indias independence, considering she is a follower of . Traitorous behaviour is in their genes.",1
464,sawarkar who spend his whole life in writing maafinama is their hero so what else we can ect from this chaddi gang,1
465,what do you mean by  may think? Millions of freedom fighters gave up their lives so that present media openly manipulate history?,1
466,biggest dumbass women ever born on earththese sanghis has stitched their mouth because they know Rss did nothing in Independence,0
467,So now what main issue the BJP govt trying to divert from people by letting this morons raise a controversial statements,0
468,"This ""freedom of speech"" is given by the freedom of 1947 and by the democratic values INDIA believes in, it is shame and disgrace that center endorsing such hate mongers by conferring them with Civilian award   &amp;",1
469,"Bye Bye  once again his time, emotion and compassion has changed",1
470,"SUCH A SHAMEFUL MOMENT FOR THE WHOLE NATION AND PLATFORM WAS AN INDIAN NEWS MEDIA CHANNEL.THIS WAS LIKE A LIVE ABUSE TO OUR MARTYRS AND MILLIONS OF MEN,WOMEN AND CHILDREN WHO FOUGHT AGAINST BRITISH FOR FREEDOM WITH THEIR HEAD HELD HIGH.",0
471,"Journalist and Journalism were on standby mode and hence didnt react.Remove that journalist if possible who is equally responsible.  """,1
472,"Unaccepted statement by   , 1947 and all about freedom of this nation it was",1
473,Insulting of our Freedom Fightershow will this mad lady... How can you say you mad lady... Openly insulting....,0
474,"Comedians are put behind bars after cracking an unintentional joke. While people like Kangana Ranaut are still roaming free after putting such defamatory statement against their own country. Whos responsible for this?""",1
475,"THIS IS SO INSULTING..THIS IS LIKE A LIVE ABUSE TO ALL MARTYRS FROM JALIANWALAH BAGH TO SUBHASH CHANDRA BOSE TO LALA LAJPAT RAI AND MILLIONS OF MEN ,WOMEN AND CHILDREN WHO FOUGHT AGAINST BRITISH WITH THEIR HEAD HELD HIGH !!HOW CAN WE TOLERATE THIS?",0
476,Kangan should be ashamed of  calling  herself a true nationalist. A true nationalist insults all freedom fighters because they gave their blood to free the nation from Britishers. Who wants such a true nationalist? A fake nationalist,1
477,"you have received a so early approval from your bosses to condemned the remarks made by . Have some shame man, grown up the spine, and ask your team to do at least 10% of their job with dignity.",0
478,"Its a shame for all opposition parties, including congress, to not gherao Kangna Ranauts home till her Padmashri is withdrawn """,0
479,"WHY DOES OUR PRESIDENT,PRIME MINISTER AND EVERY POLITICIAN CELEBRATE INDIAS INDEPENDENCE DAY ON 15TH AUGUST??WHAT DO WE CELEBRATE?",1
480,Freedom of Lie,1
481,I support,1
482,So basically INDIA got independence after 2014!!!  The sacrifice which our freedom fighter gave was useless and as result india got independence in 1947!  indirectly she tells it all..,1
483,"is Kachra and  is her and BJPs dumping ground.Har ek Azadi ke sipahi ko tumhare studio mae  ne gali de hai. Tum log taliya bajate reh gaye.No debunk, no counters, just plain garbage.People of this country will not forget neither forgive.",0
484,"I was born in 1987 and I have lived every single day of my 34 years in this free country. Which country are you talking about  ? Coz my country India got its Independence in 1947. Wish  would have taken this stand on the stage where they hosted her. """,1
485,"Not just freedom fighters and Indian national movement, Kangna also insulted 61/65/71 war martyers, and our armed forces by saying we won freedom after 2014.",1
486,Mumbai National Delegate Nikhil ruparel along with other party member protested outside Actress  Building in   against her derogatory statement in her interview to one of news channel.,1
487,"It cell couldnt take this harsh truth thats why they cutout video &amp; spreading fake news  """,0
488,"Earlier I used 2 consider him  bt den  raises d bar everytimeI hope  isnt special 1  mentioned abt marrying and making babies wid in  ? A   here?Shell get both sided political immunity from """,1
489,"First of all why do u get such psychos on ur show &amp; secondly if u r scared to object her views it self is a agreement to what she said  !! Even if ur trying to control the damage, but its done .",0
490,"kangna is a bitch, put her in jail",0
491,Digital India se kitna asaan ho gaya na complaint karna... Easy peazy!! Thank you Mr. Prime minister.  Aap bhi thank you bol do.,1
492,She just can not say this think in a platform provided by you and getaway. You are equally guilty for enabling such anti-national statement for her to meke.,0
493,WE DONT NEED SUCH KIND OF NATIONALISM..THIS IS NOT NATIONALISM ..THIS IS JUST NAUTANKI BY A PERSON GETTING SUCH HIGH CIVILIAN AWARD EMBARASSING THE WHOLE NATION IN FRONT OF THE WORLD,1
494,"This BJPs second inning became  house, you do the controversy still we will give you award, we will save you from going jail.    """,1
495,"What  meant by India got freedom in 2014Who are the real people of IndiaHindusWho are Muslims originally in IndiaHindusCongress is and was and will remain a Muslim Party in the name of Secularism.So India means Hindus got freedom in 2014.""",1
496,Too late for Damage Control . And we anyways know neither you nor  has a spine given the latter is a bootlicker.,0
497,Shame on you Times Now for letting  insult our Independence &amp; sacrifice of Martyrs.,0
498,Senseless bitch,0
499,"Wow what a hypocrisy!  people can write shit about hinduism in a book that was right but if  says something then there is a problem FIR is lodged against her  should have lodged a FIR against  too for adressing hindus as jihadis""",0
500,Show me one Bollywood celeb more clear &amp; more powerful than  is.. Her love for her country is pure &amp; unconditional.,1
501,"We think its time SmritiIrani STOPPED studying  because she will NEVER GRADUATE  :   """,0
502,"Are there some news classifying tool ?- news that has to do with , H Raja and likes will go into  Distraction  from what matters bucket""",1
503,I was more amazed as to how Navika Kumar was quite after she made the statement... Media is really shameless in this country,1
504,Kangana in the 2014 Freedom Fight..,1
505,Majority of Indians agree to what  has said.,1
506,Welcome first  after independence in 2014,1
507,"is so stupid as she cant even realize that we have freedom, democracy before 2014 and now an absolute rule like China or Russia.""",1
508,"The clarity of thought and something that a normal mind cant grasp.RESPECT.    """,1
509,"dont even know when we got our independence, seems like she is another 5th pass""",1
510,"Indias independence was a ""bheek"" (charity) says  who herself starred in Ranilakshmibai movie portraying the first battle for freedom! I hope she keeps her brain ka switch on while mouthing off statements",1
511,ji still confused between Hindutva and Hinduism.,0
512,So will you demand that the Award given to her shall be withdrawn?? Or this tweet is just to do face saving??,1
513,"Mumbai | We strongly condemn actress Kangana Ranauts statement (India got freedom in 2014). She insulted freedom fighters. Centre must take back the Padma Shri from Kangana &amp; arrest her: Maharashtra Minister Nawab Malik """,1
514,Kangana Ranaut stated that the independence in 1947 was given to Congress as bheek (alms). Real freedom was in 2014. Website:,1
515,"If you have little sense, stand in the queue to HELL.",0
516,"Did she mean in 2014 we got freedom to humiliate, lynch, kill our fellow countrymen; declare our countrymen anti National, urban Nas; imprison them without due process of law. In 2014 we got freedom to declare Secularism is a heinous crime.",0
517,Memechat me New strain search karne ke bad everyone looks.,0
518,"This woman thinks she was the only warrior There in 1947.Her statement clearly insult of our freedom fighters.I cant believe how our govt can waste awadrs like padmashree on such a stupid people.If i say something more then my tweet could be removed.  """,1
519,Kangna deserved award based on her professional achievement Her personal behaviour howeve more than disqualified her for any reward and yesterday  she did show how unworthy she is with her 2014 jibe,1
520,"Police complaint filed against Kangana Ranaut for calling Congress govt era an ension of British Rule.Meanwhile Sanghi bois : Koi fayda nhi, hum hain na...",0
521,"itself admitting that speaking against Jihadi, Khalistani and enemy of country is Hate speech for them.  is talking about Jihadi and khalistani and Quint is saying this is hate speech. kitna milta hai unse??",0
522,"Truth...truth....truth. keep ur spirit like this  maam. """,1
523,"Right wing supports  and on the other hand left wing liberal supports  .But at the end both do the same work, i.e spreads negativity",1
524,"s statement on s freedom from British colonial rule has sparked a huge controversy. """,1
525,"not done !! To laud someone, you cant demean thousands who laid their lives .. very irresponsible",0
526,".  has demanded that the Centre must withdraw the  from   for her controversial remarks on the countrys Independence and sought her immediate arrest.   """,0
527,"Ya rightly said sherni(animal)she  is. Doesnt value the scarfices made by all freedom fighters.Bheek is what she got as the  award for licking  present Govt boots &amp; wat  got after doing so much of social work &amp; helping poor is IT raids.Think bro""",1
528,"If foul-mouthed like Kangana Banaut go unpunished, this will be the future of upcoming generations.",1
529,"Plz dont demand action against Kangana. Instead, demands for her medical treatment. She badly needs it""",0
530,"Sorry sir but this is not the topic here We are just talking about  s speech and that was not well from any side.""",1
531,"She is getting all the awards because she licks the government boots, she is communal, she is anti national, she insulted all the freedom fighters, transport her to  island , it will be best for her  lost her mind",1
532,"How Narendra Modi could be called the Mass Murderer, he was no way interested in stopping Wave 2 of  , and the media didnt report to public my tweets to put pressure on him! lancet    """,0
533,has given a golden opportunity for  to the following and some moreHope they dont miss this chance,1
534,"Media are busy covering   but they dont care about students plight. Railway e date and result are nowhere to known, media have guts to call themselves 4th pillar of democracy.     etc r mute ovr dis issue""",1
535,"OUR FREEDOM FIGHTERS SACRIFICED THEIR LIFE FOR OUR FREEDOM.BHAGAT SINGH, ASHSHAQULLA KHAN, CHANDRASHEKHAR AZAAD ND MANY MORE DIED FOR OUR COUNTRY.THIS IS HOW YOU TALK ABOUT THEIR SACRIFICE?",1
536,"You can get  by begging, not freedom and what do you know about freedom, you were not even born. We will not let any of her shoots to happen in Mumbai, Maharashtra until kangana tender an apology.",1
537,Freedom of Lie,1
538,"To bring up the hype, here we bring you the top 8   that you should watch out for in 2022.",1
539,"This is calle body shaming you dont need to become as pathetic as the apposition you just need to condem the shit not to become that shit. """,0
540,"In the midst of the whole  debacle, the pattern becomes clearer. If shes saying something insanely controversial, there has to be something majorly wrong happening right now that the gov. Is trying to hide.""",0
541,"is right about new start for Bharat in 2014        said""For the first time we have an Indian leadership, which is passionate about who we are""",1
542,"Till 2014 India wasnt free so it was OK !But why now ? asking """,1
543,"Very well said. We dont have asked for any Certificate from    Better you introspect What &amp; Who is Islam all about. ISLAM IS A ROTTEN CULTURE WHICH BELIVES IN DESTRUCTION &amp; NEWER CONSTR3.  Nation is with U  """,0
544,to bag another national award next year after her statement on India getting Independence after 2014Cheers,1
545,"As  Summit flared many prominent faces were seen in the event with Dr. Balwant Harinath Singh, Vice Chairman of Darwin Platform Group of Companies.",1
546,India got Freedom only in 2014 When Modi Became PM | Freedom in 1947 was...  via,1
547,Congress is saying kangna remarks is insult to the freedom fighter who laid their lives. All these days they were telling   se azadi mili thi.,1
548,"lol, this is Gold!Times Now asking Kangana to apologise coz she abused one of theirs  Meanwhile when she abuses Freedom Fighters and plays down their contribution, media becomes her cheerleaders!",1
549,"We are at a time when it is so easy to spoil someones image and also build. We need to be sensitive when we talk something on public forum. Of course, it is ones own view. But, can anyone say anything if it is her/his own voice? """,1
550,Full respect to  for speaking truth Thats so damn true congress is an ension of British We know the story of Nehrus Gandhis very well &amp; never idolise them ..&amp; liberals and wokes are biggest hypocrite in this country More power  to you,1
551,I never took  seriously but now that she is  awardee ( State backed honour )she does influence me !She has to be responsible and she ought to be punished if otherwise!,1
552,is trending for whole day what a powerful,1
553,Since Kangana is in the news insulting our martyrs.,0
554,I know a 7 year old. I think he is a freedom fighter who got us freedom in 2014 when he was barely one year old!,1
555,"She is mad woman who should be charged immediately under sedition charge.... her treatment should be immediately started at mental hospital. Shame on her, how can she get even civilian awards       Jai Hind",0
556,Isnt  stunt to save  from other important issues !!,1
557,Crush: Tell me something that I dont know Me: India got freedom in 2014,1
558,She is a brave warrior and have the guts to speak the truth. She should be awarded the gallentry award...,1
559,"Why did your anchor not stop  from uttering nonsense about Indias freedom.  &amp;  are equally complicit in promoting such utterances from an imbecile who must have read some history for her role of RaniLakshmiBai  must condemn her.""",0
560,XD I am dead after this one,0
561,"Thanks You  G, And Special thank you  for give me",1
562,I am not surprised by   Speech the government has already given her awards for bad things. thanks for public entertainment.,1
563,India got freedom in 2014 and Gujrat got freedom in 2001,1
564,"Kangana is not anti-national. She is just a distraction planted by 56"" conman to divert our attention from real issues and ongoing scams.Yeah.. shes a loser too!",0
565,Acc. To LawFundamental Duty(2):Every citizen should respect the ideals &amp; institutions (Freedom Fighter)SHAME on u,1
566,Ah shit on my trending feed again,0
567,Shame on Kangana Ranaut for disrespecting our freedom fighters. Please react and arrest her ASAP!,1
568,MODI - why should we award you?Kangna - India got independence after 2014 .MODI - Award kon sa logi discuss kar le .Kangna-,1
569,"Demand to take back  from : Actress insults freedom fighters, mocks freedom movement",1
570,"Ept few, most Padma shri/bhushan awards are given by ruling party to the people who are  mindlessly supportive of their Government.But i wasnt ecting Govt would literally give it to hate monger like  though.. """,1
571,Kangana is good at Acting .. she must focus on it . Why unnecessary publicity statements,1
572,"She is an idiot. Dont know what BJP is leading to by giving Padma Awards to such shameless people who dont respect those who sacrificed there life to see India freedom """,1
573,"Right is enough to corrode system, principles, ethics. No need of no one else.Stop call for  charges against",0
574,"is somewhat right , I also think no body give you freedom bcoz of you do non violence its just propoganda,  firangi left country bcoz they fear after 2nd world war""",0
575,"Becoz true nationalist knows whom she is humiliating, your desperate attempt to link it with freedom fighter wont work. And traitors have no moral rights to talk about freedom fighters. Traitors should cry in the corners.    """,1
576,Here is the complete statement of Kangna.I agree with her .In 1947 it was just the transferring of Power  taken place !We didnt get freedom then .,0
577,"Who is ? actor of Hindi cinema. Actor in cinema speaks what script is given. She is actor outside screen. Speaks&amp;writes what script is given.Its stupidity to protest a movie character. So why cant treat her like an actor&amp;ignore? Why giving so much importance?.""",0
578,"Hey guys, Check out our FREE Dating App-FriendlyMony and connect with your Ideal partner through CHAT and Video CallDownload:",1
579,Shes on Heavy Dose of Malana Cream: Nawab Malik on Kangana Ranauts Freedom in 2014 Row,1
580,is another blind bhakat of modi...every moment she opens her mouth she speaks nonsense...,0
581,"think independence came after 2014, will she return the Padma award which received recently as the award initiated bfore 2014.",1
582,When should we celebrate Independence Day? I am confused.,1
583,This is just super weird!!!...,1
584,"Its high time that all Respected leaders of BJP to condemn K R madam,  stay away, n U Govt to withdraw ""All Awards ""/Protection if any .Madam needs Vipashyana , Meditation..whatever the Best Treatment available in world,  outside India Please.",1
585,And she said so because maybe she still thinks that Veer Savarkar was asking for Aazaadi through his mercy petitions.and Britishers agreed on that.Following freedom fighters known for their Muafi skills can say that 1947 mein azaadi bheekh mein mili thi,1
586,Complaint Filed Against Kangana Ranaut For Calling Indias Freedom In 1947  Bheek,1
587,will have all day shout out on   but he will dare to speak a word on   clearly shows the mentality of  .,1
588,True respect to our real heroes!!  Thanks   Proud to be your fan!,1
589,"So now onwards, shall we start celebrating The Independence day on 23rd May instead of 15th August ?     ?  or  ?   !",1
590,"The first chief of defense forces, like a , was also rewarded for his pro-BJP opinions.",1
591,"Did she deserve it at d first place that it now be taken back? What BJP govt wants to prove by such absurd decision making? Is it that its here to propagate anti-nationalism, fascism nd hatred?An honour like a Padamshri has been disgraced !""",0
592,"What Kangana Ranaut left unsaid: Till 2014 India was a large, massive forestIndians lived on trees Lit fire by rubbing stones Modiji came and changed all this.",0
593,"Kangana Ranauts Padma award should be revoked: Cong leader Anand Sharma over actress independence remark | Indiablooms - First Portal on Digital News Management  """,1
594,Govt is demeaning the award itself by giving it to people like,1
595,"Saheed Bhagat Singh, Subhash Chandra Bose, Sardar Patel. Unlike you, they fought for a cause. You should be dedicating your Padma Shri to them, not belittling them.Unlike you, they had the guts to give their lives to the country and its well-being.Jao aur ro ab.",0
596,"When it comes to , the struggle is always real.",0
597,"rightly said that secularism made India a no-mans land, which our hare-brained constitution insensibly transformed into a habitat of varied interest groups to its eternal hurt!     """,0
598,Congress leader Salman Khurshid compares Hindutva to ISIS &amp; Boko Haram in his new  dirty politics in the name of religion all the time.,0
599,Account suspended,0
600,Can we ect to see a collab between Karan Johar and Kangana Ranaut? See what fans have to say,1
601,She is tactless and shallow.I have so much respect for our freedom fighters - we owe it to them.,1
602,"yes, you got national award more from 2014 thats why you got independence  in 2014 """,1
603,"We respect our freedom fighters, respect their life for freedom. We request the  to withdraw  of      if you feel the same.",1
604,"honoured with Padma award for insulting freedom movement and independence,BJP will honour such people who insults the independence and constitution.I request Honbel  that her Padma Shri award should be immediately recalled.",1
605,was so correct. We still need some more freedoms to get.  2014 is just the first step.,1
606,She is the lady who was mocking   for her short clip without seeing the full interview .Kangana is naturally beautiful and full of acting talent But Swara bua only gets free limelight on her strange tweets and provoking lines,1
607,"Your ellency as a patriot citizen I humbly request you to please take back  from  as she has given anti national statement in public by saying that India has got its independence as a beggary/charity in 1947""",1
608,"Even Modi himself wont say that India got true freedom during his regime .Such loyalty mst be a surprise for all BJP loyalists too .,""",1
609,Top News Today: Maharashtra Minister Nawab Malik asks Centre to take back Kangana Ranauts Padma Shri and arrest her,0
610,"I Agree With  that we got Independence in 2014.Thats the tweet.""",1
611,Well said sir.  should be taken back from,1
612,Kangana Ranaut is in a legal soup after her Bheek comment,1
613,"15th August 1947 was the day when India got independence , as per the Preamble of Indian Constitution we the people of India are Sovereign, Secular and Socialist . After 2014 we are missing being Socialist and lack of independence  .",0
614,Someone please stop her !!!,1
615,Support,1
616,"Undoubtedly  deserve to b puton trial for Treason, disrespectful to India &amp; immediately pull back    Appeal to you! ""Withdraw Kangana Ranauts Padma Award"" Congress Leader Tags President  via",1
617,"""Looks like Kangana Ranaut took a heavy dose of Malana Cream before making such a statement,""  said.",1
618,".  demanded the Padma award given to  be taken back after her statement that what India got in 1947 was alms. That was not freedom but bheekh (alms), and the freedom came in 2014.",1
619,"Who says India doesnt have freedom of speech? Only in India will you get rewarded for calling for violence on Twitter, spreading fake news about Covid deaths, and insult the sacrifice of freedom fighters calling our independence as charity, with a PadmaShree. """,1
620,"It seems the very reason the  cunningly tore  apart on religious lines was to save themselves from being killed while they left. A country fighting among themselves may not kill the .s freedom in 2014 comment """,0
621,Giving  by BJP to  whose understanding of sacrifices of countless freedom fighters &amp; suffering of our countrymen is dictated by the ideology of collaboration with British ending in division of our great India is another of their anti-national acts...,1
622,"Live this Sunday 09.00 PM      This is great! Just listen to Prasannas Dil Ki Baat on JustBaat.  """,1
623,its self a nothing know Wht  speak but he set goal for next election bcoz he know also he never get again seat from BJP .. He not work good for his own area &amp; Modiji agenda very clear no work no seat .. So sir he is set his agenda for next party,1
624,fans right now,1
625,She only knows Savarkar thus thinks about begging and mercy.,1
626,"Contribution of RSS in the freedom struggle was smartly removed by the ruling party after , Do you agree  ???",1
627,"Actress   kicked off a firestorm on 11 Nov.21 for declaring that India attained freedom in 2014, when the Modi-led government came to power, and describing the countrys Independence in 1947 as bheek, or alms.",1
628,Shame on you,0
629,"Found the video of Jhanse Ki Rani Kangnamma fighting with the British, that brought freedom for our country in 2014, and that impressed Sanghi President",1
630,is not mere a distraction but a to cactus grown up in our front yard,0
631,Take back the award from  she does not deserve the award and how come ppl are so silent in her bullshit statement she has given,1
632,leader  demands the arrest of  for her comments,0
633,"After receiving the  award this character demeans the Freedom Fighters. All PMs including Mr Modi hoist flag on 15th August, Pay respect to Gandhi and Freedom Fighters...Isnt this a fit case for sedition? """,1
634,this women is high disgrace to our country.     if you remain silent it means you are approving what she is barking.,0
635,If   was given a padma award you  have just degraded the award  giving away just like giving chocolates to your favourite students.,1
636,She is mentally sick and all we can do is ignore her for good.She doesnt even understand the true meaning of independence as she is still a slave of a particular ideology that believes in divisive politics.,0
637,"Award wapsi gang ne to abhi tak award wapas nhi kia but they want want government to take back kanganas padmashri  level of hypocrisy""",1
638,One controversy created by  and another by ; hope media speaks equally on both,1
639,"Will Padma Shri be snatched from Kangana Ranaut?  Politics heated up on the statement India got freedom in begging  """,1
640,"Koi isko mental hospital mei dal do ....what kind of rubbish n traitors statement is this...  should apologise n legal action agst kangana should b initiated..     """,1
641,"Do not agree with you  ,  is an actress par ellence and a true Indian you on the other hand are writing absurd rubbish in the name of journalism. Who are you to question her patriotism?",1
642,Followers People Got The  From1947. Thought People Got The Freedom From 2014..,1
643,The Indians gained independence in 1947 and some of the most inadequate high-tech beggars in 2014.,0
644,They are out to de-legitimize the freedom struggle because they had no role in it,1
645,"Only to flatter a particular political party, this  has insulted our independence, independence warriors and indian constitution.We think  award should be taken back from her and sedition case (""deshdrohi"") to be filed against her.",1
646,Absolutely not....Everyone knows when the country got independence leave it.....,0
647,"got Padma award for art category and not social work. Apply some brain  now dont say sonu Sood is better than kangana in arts category """,1
648,Congratulations    A Queen is always a queen  We are so proud of you,1
649,This idiot is shame for the nation...,0
650,"You have opinions on everything. What about this ? was honey trapped by arms lobby You should comment on this as well. If you have guts, File a defamation case against",0
651,Shame on you,0
652,"If she continues like this, one day she will get Bharat ratna before age 2029She needs education more than anyone right now",1
653,.disgraceful shameful persona tend to do that..,0
654,insulting india freedom fighter who died for nation. Praising modi is insulting our freedom fighter she is a prostitute for bjp party,1
655,"Everyone knows when the country got independence leave it , but people have also come to know who is putting a piece of roti in Kanganas mouth since 2014.  charsi gajeri Kangana  """,0
656,This shameless ignoramus has crossed all the limits now. Her cheapness has perennial ents. Would she be booked for insulting our Freedom Fighters and Martyrs? Where are those pseudo nationalists? This is not acceptable at all at any cost now.,0
657,"is in love and she will disclose the name in few days but I know him .so the lucky guy is  .what a beautiful couple .same thoughts ,same ideology ,same IQ.",1
658,Very Shameful Statement by .,0
659,"Kangana Ranaut receiving Padma Shri award by Honble President of India  """,1
660,Struggle Behind That Beautiful Smile.Many Congratulations!,1
661,If  can get it then anyone can get it.  is by far better deserving than him,1
662,"However recent  given to  is really out of my understanding. I am not against  and do support her many a times, but padma award is given one who has done eptional in some thing and after tanu weds manu her performance is very average",1
663,"Advocate Ali Kashif Khan Deshmukh, the objection Advocate,  has challenged the order and also  filed a revision application in the sessions court. Also, he moved towards the collector for allocation of sanction.",0
664,You choose if you want to be a  or  in life,1
665,Good to know that you copied my tweet..anything for My queen;).,1
666,You get gifts when you work for the party,1
667,"""Kangana Ranaut gets Padma Shri"" I told Lulu, my parrot. ""Smt Tulsi Gowda, environmentalist has planted more than 30,000 saplings and was awarded Padma Shri. Much more deserving than Kangana"" he said.",1
668,so fresh &amp; beautiful,1
669,What a powerful picture,1
670,This smile is everything &gt;&gt;&gt;&gt;,1
671,on winning padma shri  Congratulation,1
672,CONGRATULATIONS Queen,1
673,Padma shri to  is one of the finest selections. Thanks  sir  sir,1
674,"Bollywood personalities ,  and  are a few names being honoured with the  on Monday in a ceremony held at Rashtrapati Bhavan in the capital.",1
675,We demand Nobel for,0
676,Wishing the best to our Queen  &amp; her production  for their new venture  Stars   Filming Begins today!,1
677,gives a glimpse of her   celebrations with Aksht: Blessed to have you,1
678,Ultimate Queen is here. Nobody can even dream of beating here.,0
679,What a prediction by  Finally  arrested.,0
680,Just watched  fantastic film great performance by  Maja a gya great acting by all the actors,1
681,", the onky best.",1
682,I find your agent infront of Hanshraj &amp; DU Campus also... Innocents name should be hide but  u r a political back up fellow by modi who support cracker on Diwali. Ur suporter  (who blocked me) also anti environment supporter.  m suffocating,1
683,SHAMELESS PVR INOX I am with you akshay fans they did same with     release time,0
